ST_PC_CODE,ST_NAME,ST_CODE,PC_NAME,PC_CODE,CANDIDATE_NAME,ST_PC_CODE_NAME,CANDIDATE_SEX,CANDIDATE_CATEGORY,CANDIDATE_AGE,PARTY_ABB,TOTAL_VOTES_POLLED,POSITION,PARTY_NAME,MARGIN
33_12,TAMIL NADU,33,ARANI,12,S.ELUMALAI,33_12_S.ELUMALAI,M,GEN,60.0,IND,513,20,Independent,0
19_29,WEST BENGAL,19,ARAMBAG,29,APARUPA PODDAR (AFRIN ALI),19_29_APARUPA PODDAR (AFRIN ALI),F,SC,28.0,AITC,748764,1,All India Trinamool Congress,346845
19_29,WEST BENGAL,19,ARAMBAG,29,SAKTIMOHAN MALIK,19_29_SAKTIMOHAN MALIK,M,SC,54.0,CPM,401919,2,Communist Party of India  (Marxist),0
19_29,WEST BENGAL,19,ARAMBAG,29,MADHUSUDAN BAG,19_29_MADHUSUDAN BAG,M,SC,42.0,BJP,158480,3,Bharatiya Janata Party,0
19_29,WEST BENGAL,19,ARAMBAG,29,SAMBHUNATH MALIK,19_29_SAMBHUNATH MALIK,M,SC,55.0,INC,27872,4,Indian National Congress,0
19_29,WEST BENGAL,19,ARAMBAG,29,None of the Above,19_29_None of the Above,0,0,0.0,NOTA,17837,5,None of the Above,0
19_29,WEST BENGAL,19,ARAMBAG,29,GANESH BAG,19_29_GANESH BAG,M,SC,31.0,JDP,7062,6,Jharkhand Disom Party,0
28_18,ANDHRA PRADESH,28,ARAKU,18,KOTHAPALLI GEETHA,28_18_KOTHAPALLI GEETHA,F,ST,43.0,YSRCP,413191,1,Yuvajana Sramika Rythu Congress Party,91398
28_18,ANDHRA PRADESH,28,ARAKU,18,GUMMIDI SANDHYARANI,28_18_GUMMIDI SANDHYARANI,F,ST,41.0,TDP,321793,2,Telugu Desam,0
28_18,ANDHRA PRADESH,28,ARAKU,18,KISHORE CHANDRA DEO,28_18_KISHORE CHANDRA DEO,M,ST,67.0,INC,52884,3,Indian National Congress,0
28_18,ANDHRA PRADESH,28,ARAKU,18,MIDIYAM BABURAO,28_18_MIDIYAM BABURAO,M,ST,63.0,CPM,38898,4,Communist Party of India  (Marxist),0
28_18,ANDHRA PRADESH,28,ARAKU,18,KANGALA BALUDORA,28_18_KANGALA BALUDORA,M,ST,58.0,IND,23215,5,Independent,0
28_18,ANDHRA PRADESH,28,ARAKU,18,None of the Above,28_18_None of the Above,0,0,0.0,NOTA,16532,6,None of the Above,0
28_18,ANDHRA PRADESH,28,ARAKU,18,CHETTI SANKARARAO,28_18_CHETTI SANKARARAO,M,ST,32.0,IND,8951,7,Independent,0
28_18,ANDHRA PRADESH,28,ARAKU,18,BURJABARIKI DHANARAJU,28_18_BURJABARIKI DHANARAJU,M,ST,32.0,AAAP,8569,8,Aam Aadmi Party,0
28_18,ANDHRA PRADESH,28,ARAKU,18,SALLANGI RATNAM,28_18_SALLANGI RATNAM,F,ST,35.0,IND,7688,9,Independent,0
28_18,ANDHRA PRADESH,28,ARAKU,18,BIDDIKA RAMAIAH,28_18_BIDDIKA RAMAIAH,M,ST,52.0,IND,7587,10,Independent,0
28_18,ANDHRA PRADESH,28,ARAKU,18,IILLA RAMI REDDY,28_18_IILLA RAMI REDDY,M,ST,60.0,IND,5692,11,Independent,0
28_18,ANDHRA PRADESH,28,ARAKU,18,VANUGU SANKARARAO,28_18_VANUGU SANKARARAO,M,ST,39.0,IND,4614,12,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"HARI, G.","33_7_HARI, G.",M,GEN,53.0,ADMK,493534,1,All India Anna Dravida Munnetra Kazhagam,240766
33_7,TAMIL NADU,33,ARAKKONAM,7,"ELANGO, N.R","33_7_ELANGO, N.R",M,GEN,47.0,DMK,252768,2,Dravida Munnetra Kazhagam,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"VELU, R.","33_7_VELU, R.",M,GEN,73.0,PMK,233762,3,Pattali Makkal Katchi,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"RAJESH, R","33_7_RAJESH, R",M,GEN,34.0,INC,56337,4,Indian National Congress,0
33_7,TAMIL NADU,33,ARAKKONAM,7,None of the Above,33_7_None of the Above,0,0,0.0,NOTA,10370,5,None of the Above,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"DASS, D.","33_7_DASS, D.",M,SC,43.0,BSP,7354,6,Bahujan Samaj Party,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"GAJENDRAN, S.","33_7_GAJENDRAN, S.",M,GEN,36.0,IND,6570,7,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,PANCHU.UDAYAKUMAR,33_7_PANCHU.UDAYAKUMAR,M,SC,35.0,IND,6025,8,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"RAJESH, S.","33_7_RAJESH, S.",M,GEN,28.0,AAAP,4021,9,Aam Aadmi Party,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"RAVI, V.","33_7_RAVI, V.",M,SC,48.0,IND,2198,10,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"GOPINATHAN, G.","33_7_GOPINATHAN, G.",M,SC,55.0,IND,1955,11,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"ELANGOVAN, D.","33_7_ELANGOVAN, D.",M,GEN,28.0,IND,1556,12,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"HARI, S.","33_7_HARI, S.",M,GEN,25.0,IND,1458,13,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"VISWANATHAN, P.","33_7_VISWANATHAN, P.",M,GEN,42.0,IND,1434,14,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"VADIVEL, A.","33_7_VADIVEL, A.",M,SC,34.0,IND,1023,15,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"VELU, D.","33_7_VELU, D.",M,GEN,53.0,IND,920,16,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"ELANGO, N.","33_7_ELANGO, N.",M,GEN,43.0,IND,918,17,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"ELANGOVAN, A.","33_7_ELANGOVAN, A.",M,GEN,33.0,IND,804,18,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"VELU, V.","33_7_VELU, V.",M,SC,47.0,IND,783,19,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"VELU, R.","33_7_VELU, R.",M,GEN,73.0,IND,747,20,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"SRIDHAR, R.S","33_7_SRIDHAR, R.S",M,GEN,53.0,IND,723,21,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"ARUN, N.","33_7_ARUN, N.",M,SC,56.0,IND,610,22,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"HARI, S.","33_7_HARI, S.",M,GEN,25.0,IND,599,23,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"SHETTU, S.","33_7_SHETTU, S.",M,SC,41.0,IND,570,24,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"HARIKRISHNAN, P.","33_7_HARIKRISHNAN, P.",M,GEN,28.0,IND,541,25,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"ELANGO, D.","33_7_ELANGO, D.",M,GEN,49.0,IND,517,26,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"SADHU MUTHU KRISTNAN ERAJANDRAN, T.M.S.","33_7_SADHU MUTHU KRISTNAN ERAJANDRAN, T.M.S.",M,SC,53.0,IND,484,27,Independent,0
33_7,TAMIL NADU,33,ARAKKONAM,7,"RAVI, N.D.","33_7_RAVI, N.D.",M,GEN,50.0,IND,471,28,Independent,0
9_24,UTTAR PRADESH,9,AONLA,24,DHARMENDRA KUMAR,9_24_DHARMENDRA KUMAR,M,GEN,49.0,BJP,409907,1,Bharatiya Janata Party,138429
9_24,UTTAR PRADESH,9,AONLA,24,KUNWAR SARVRAJ SINGH,9_24_KUNWAR SARVRAJ SINGH,M,GEN,60.0,SP,271478,2,Samajwadi Party,0
9_24,UTTAR PRADESH,9,AONLA,24,SUNITA SHAKYA,9_24_SUNITA SHAKYA,F,GEN,31.0,BSP,190200,3,Bahujan Samaj Party,0
9_24,UTTAR PRADESH,9,AONLA,24,SALEEM IQBAL SHERVANI,9_24_SALEEM IQBAL SHERVANI,M,GEN,61.0,INC,93861,4,Indian National Congress,0
9_24,UTTAR PRADESH,9,AONLA,24,None of the Above,9_24_None of the Above,0,0,0.0,NOTA,10496,5,None of the Above,0
9_24,UTTAR PRADESH,9,AONLA,24,YOGENDRA KUMAR VERMA,9_24_YOGENDRA KUMAR VERMA,M,GEN,36.0,ABHM,4332,6,Akhil Bharat Hindu Mahasabha,0
9_24,UTTAR PRADESH,9,AONLA,24,ARSHADURRAZA KHAN,9_24_ARSHADURRAZA KHAN,M,GEN,26.0,IND,3019,7,Independent,0
9_24,UTTAR PRADESH,9,AONLA,24,CAPTAIN P.C. SHARMA,9_24_CAPTAIN P.C. SHARMA,M,GEN,59.0,JKM,2711,8,Jawan Kisan Morcha,0
9_24,UTTAR PRADESH,9,AONLA,24,IRSHAD ANSARI ADVOCATE,9_24_IRSHAD ANSARI ADVOCATE,M,GEN,41.0,PECP,2697,9,Peace Party,0
9_24,UTTAR PRADESH,9,AONLA,24,NARESH SINGH SOLANKI,9_24_NARESH SINGH SOLANKI,M,GEN,48.0,AAAP,2304,10,Aam Aadmi Party,0
9_24,UTTAR PRADESH,9,AONLA,24,MOHD. ZARRAR KHAN,9_24_MOHD. ZARRAR KHAN,M,GEN,46.0,BNIP,1440,11,Bhartiya Naujawan Inklav Party,0
9_24,UTTAR PRADESH,9,AONLA,24,PRAMOD KUMAR YADAV,9_24_PRAMOD KUMAR YADAV,M,GEN,44.0,BKrD,1189,12,Bhartiya Krishak Dal,0
9_24,UTTAR PRADESH,9,AONLA,24,OM VEER,9_24_OM VEER,M,GEN,41.0,BRVP,1152,13,Bhartiya Vikas Party,0
9_24,UTTAR PRADESH,9,AONLA,24,JITENDRA SINGH YADAV,9_24_JITENDRA SINGH YADAV,M,GEN,39.0,NAP,855,14,Naitik Party,0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,BISHNU PADA RAY,35_1_BISHNU PADA RAY,M,GEN,64.0,BJP,90969,1,Bharatiya Janata Party,7812
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,KULDEEP RAI SHARMA,35_1_KULDEEP RAI SHARMA,M,GEN,46.0,INC,83157,2,Indian National Congress,0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,SANJAY MESHACK,35_1_SANJAY MESHACK,M,GEN,43.0,AAAP,3737,3,Aam Aadmi Party,0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,ANITA MONDAL,35_1_ANITA MONDAL,F,GEN,48.0,AITC,2283,4,All India Trinamool Congress,0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,K.G.DAS,35_1_K.G.DAS,M,GEN,70.0,CPM,1777,5,Communist Party of India  (Marxist),0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,PRAKASH MINJ,35_1_PRAKASH MINJ,M,ST,38.0,IND,1587,6,Independent,0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,None of the Above,35_1_None of the Above,0,0,0.0,NOTA,1564,7,None of the Above,0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,R.S.UMA BHARATTHY,35_1_R.S.UMA BHARATTHY,F,GEN,49.0,NCP,1151,8,Nationalist Congress Party,0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,GOUR CHANDRA MAJUMDER,35_1_GOUR CHANDRA MAJUMDER,M,GEN,47.0,BSP,1139,9,Bahujan Samaj Party,0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,SARAVANAN,35_1_SARAVANAN,M,GEN,38.0,IND,847,10,Independent,0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,N K P NAIR,35_1_N K P NAIR,M,GEN,59.0,CPI(ML)(L),436,11,Communist Party of India  (Marxist-Leninist)  (Liberation),0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,V V KHALID,35_1_V V KHALID,M,GEN,46.0,IND,429,12,Independent,0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,RAGHUBIR SINGH,35_1_RAGHUBIR SINGH,M,GEN,49.0,SP,379,13,Samajwadi Party,0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,C G SAJI KUMAR,35_1_C G SAJI KUMAR,M,GEN,41.0,IND,334,14,Independent,0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,N KANNAN,35_1_N KANNAN,M,GEN,35.0,IND,314,15,Independent,0
35_1,ANDAMAN AND NICOBAR ISLANDS,35,ANDAMAN AND NICOBAR ISLANDS,1,A PANDIAN,35_1_A PANDIAN,M,GEN,41.0,AIFB,225,16,All India Forward Bloc,0
1_3,JAMMU AND KASHMIR,1,ANANTNAG,3,MEHBOOBA MUFTI,1_3_MEHBOOBA MUFTI,F,GEN,54.0,JKPDP,200429,1,Jammu AND Kashmir Peoples Democratic Party,65417
1_3,JAMMU AND KASHMIR,1,ANANTNAG,3,MIRZA MEHBOOB BEG,1_3_MIRZA MEHBOOB BEG,M,GEN,62.0,JKN,135012,2,Jammu AND Kashmir National Conference,0
1_3,JAMMU AND KASHMIR,1,ANANTNAG,3,TANVEER HUSSAIN KHAN,1_3_TANVEER HUSSAIN KHAN,M,GEN,35.0,IND,7340,3,Independent,0
1_3,JAMMU AND KASHMIR,1,ANANTNAG,3,None of the Above,1_3_None of the Above,0,0,0.0,NOTA,5936,4,None of the Above,0
1_3,JAMMU AND KASHMIR,1,ANANTNAG,3,MUSHTAQ AHMAD MALIK,1_3_MUSHTAQ AHMAD MALIK,M,GEN,41.0,BJP,4720,5,Bharatiya Janata Party,0
1_3,JAMMU AND KASHMIR,1,ANANTNAG,3,SYED ABID AHMAD SHAH,1_3_SYED ABID AHMAD SHAH,M,GEN,33.0,JKNPP,4345,6,Jammu AND Kashmir National Panthers Party,0
1_3,JAMMU AND KASHMIR,1,ANANTNAG,3,ABDUL AHAD MIR,1_3_ABDUL AHAD MIR,M,GEN,48.0,IND,3439,7,Independent,0
1_3,JAMMU AND KASHMIR,1,ANANTNAG,3,MOHAMMAD SHARIF,1_3_MOHAMMAD SHARIF,M,GEN,69.0,BSP,3312,8,Bahujan Samaj Party,0
1_3,JAMMU AND KASHMIR,1,ANANTNAG,3,MOHD YOUSIF  GANIE,1_3_MOHD YOUSIF  GANIE,M,GEN,47.0,ASP,3286,9,Ambedkar Samaj Party,0
1_3,JAMMU AND KASHMIR,1,ANANTNAG,3,DR. TANVIR MAQBOOL DAR,1_3_DR. TANVIR MAQBOOL DAR,M,GEN,38.0,AAAP,3252,10,Aam Aadmi Party,0
1_3,JAMMU AND KASHMIR,1,ANANTNAG,3,GH. NABI SHAH,1_3_GH. NABI SHAH,M,GEN,62.0,SP,1837,11,Samajwadi Party,0
1_3,JAMMU AND KASHMIR,1,ANANTNAG,3,MOHAMMAD YAQOOB RATHER,1_3_MOHAMMAD YAQOOB RATHER,M,GEN,49.0,AKAKRP,1568,12,All Jammu and Kashmir Republican Party,0
1_3,JAMMU AND KASHMIR,1,ANANTNAG,3,ASIF JEELANI,1_3_ASIF JEELANI,M,GEN,44.0,AIFB,803,13,All India Forward Bloc,0
28_36,ANDHRA PRADESH,28,ANANTAPUR,36,J.C. DIVAKAR REDDI,28_36_J.C. DIVAKAR REDDI,M,GEN,70.0,TDP,606509,1,Telugu Desam,61269
28_36,ANDHRA PRADESH,28,ANANTAPUR,36,ANANTHA VENKATARAMIREDDY,28_36_ANANTHA VENKATARAMIREDDY,M,GEN,57.0,YSRCP,545240,2,Yuvajana Sramika Rythu Congress Party,0
28_36,ANDHRA PRADESH,28,ANANTAPUR,36,ANIL CHOWDARY.  P,28_36_ANIL CHOWDARY.  P,M,GEN,46.0,INC,16659,3,Indian National Congress,0
28_36,ANDHRA PRADESH,28,ANANTAPUR,36,None of the Above,28_36_None of the Above,0,0,0.0,NOTA,8798,4,None of the Above,0
28_36,ANDHRA PRADESH,28,ANANTAPUR,36,T.KULDEEP CHOWDARY,28_36_T.KULDEEP CHOWDARY,M,GEN,60.0,STR,6517,5,Samaikya Telugu Rajyam,0
28_36,ANDHRA PRADESH,28,ANANTAPUR,36,KASANI NAGARAJU,28_36_KASANI NAGARAJU,M,SC,40.0,BSP,6201,6,Bahujan Samaj Party,0
28_36,ANDHRA PRADESH,28,ANANTAPUR,36,SHAIK. MOHAMMAD SHAFI.,28_36_SHAIK. MOHAMMAD SHAFI.,M,GEN,54.0,IND,3018,7,Independent,0
28_36,ANDHRA PRADESH,28,ANANTAPUR,36,BOYA ANIL KUMAR,28_36_BOYA ANIL KUMAR,M,GEN,26.0,JaSPa,2779,8,Jai Samaikyandhra Party,0
28_36,ANDHRA PRADESH,28,ANANTAPUR,36,D. SOMANATH,28_36_D. SOMANATH,M,GEN,46.0,IND,2263,9,Independent,0
28_36,ANDHRA PRADESH,28,ANANTAPUR,36,PAVAN KUMAR,28_36_PAVAN KUMAR,M,GEN,27.0,PPOI,2070,10,Pyramid Party of India,0
28_36,ANDHRA PRADESH,28,ANANTAPUR,36,B. SRINIVASULU,28_36_B. SRINIVASULU,M,GEN,47.0,IND,1589,11,Independent,0
28_36,ANDHRA PRADESH,28,ANANTAPUR,36,BUZIREDDY VENUGOPAL REDDY,28_36_BUZIREDDY VENUGOPAL REDDY,M,GEN,51.0,ICSP,1381,12,Indian Christian Secular Party,0
28_36,ANDHRA PRADESH,28,ANANTAPUR,36,G. NAGARAJU,28_36_G. NAGARAJU,M,ST,37.0,IND,1086,13,Independent,0
28_36,ANDHRA PRADESH,28,ANANTAPUR,36,G. LALITHA,28_36_G. LALITHA,F,GEN,51.0,SUCI,944,14,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,PREM SINGH CHANDUMAJRA,3_6_PREM SINGH CHANDUMAJRA,M,GEN,64.0,SAD,347394,1,Shiromani Akali Dal,23697
3_6,PUNJAB,3,ANANDPUR SAHIB,6,AMBIKA SONI,3_6_AMBIKA SONI,F,GEN,71.0,INC,323697,2,Indian National Congress,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,HIMMAT SINGH SHERGILL,3_6_HIMMAT SINGH SHERGILL,M,GEN,34.0,AAAP,306008,3,Aam Aadmi Party,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,K.S.MAKHAN,3_6_K.S.MAKHAN,M,GEN,43.0,BSP,69124,4,Bahujan Samaj Party,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,BALBIR SINGH JADLA,3_6_BALBIR SINGH JADLA,M,GEN,62.0,CPM,10483,5,Communist Party of India  (Marxist),0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,None of the Above,3_6_None of the Above,0,0,0.0,NOTA,5937,6,None of the Above,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,BALJIT KAUR,3_6_BALJIT KAUR,F,GEN,47.0,IND,4250,7,Independent,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,FAQIR CHAND KARIHA,3_6_FAQIR CHAND KARIHA,M,GEN,64.0,IND,3869,8,Independent,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,DALJIT SINGH,3_6_DALJIT SINGH,M,GEN,70.0,IND,2713,9,Independent,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,DAVINDER KUMAR VERMA,3_6_DAVINDER KUMAR VERMA,M,GEN,33.0,IND,1995,10,Independent,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,GURSHARN SINGH PANESAR,3_6_GURSHARN SINGH PANESAR,M,GEN,50.0,IND,1943,11,Independent,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,JASWANT SINGH MANN,3_6_JASWANT SINGH MANN,M,GEN,70.0,SAD(M),1706,12,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,MANDEEP SINGH BITTU,3_6_MANDEEP SINGH BITTU,M,GEN,25.0,IND,1427,13,Independent,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,HARCHARAN SINGH,3_6_HARCHARAN SINGH,M,GEN,69.0,IND,1423,14,Independent,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,NAVNEET CHAUTALA,3_6_NAVNEET CHAUTALA,M,SC,27.0,IND,1307,15,Independent,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,GURMEET SINGH,3_6_GURMEET SINGH,M,SC,69.0,IND,1010,16,Independent,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,RESHAM KAHLON,3_6_RESHAM KAHLON,M,SC,42.0,BA S D,837,17,Bahujan Sangharshh Dal,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,GURNAM SINGH,3_6_GURNAM SINGH,M,GEN,67.0,IND,722,18,Independent,0
3_6,PUNJAB,3,ANANDPUR SAHIB,6,RAMESH RANI PARJAPATI,3_6_RAMESH RANI PARJAPATI,F,GEN,60.0,BMUP,718,19,Bahujan Mukti Party,0
24_16,GUJARAT,24,ANAND,16,DILIP PATEL,24_16_DILIP PATEL,M,GEN,59.0,BJP,490829,1,Bharatiya Janata Party,63426
24_16,GUJARAT,24,ANAND,16,SOLANKI BHARATBHAI MADHAVSINH,24_16_SOLANKI BHARATBHAI MADHAVSINH,M,GEN,60.0,INC,427403,2,Indian National Congress,0
24_16,GUJARAT,24,ANAND,16,None of the Above,24_16_None of the Above,0,0,0.0,NOTA,16872,3,None of the Above,0
24_16,GUJARAT,24,ANAND,16,VAHORA FIROJBHAI WALIMAHAMADBHAI (KASORWALA),24_16_VAHORA FIROJBHAI WALIMAHAMADBHAI (KASORWALA),M,GEN,42.0,IND,6689,4,Independent,0
24_16,GUJARAT,24,ANAND,16,PURSOTTAMBHAI ALIAS KANUBHAI MATHURBHAI CHAUHAN,24_16_PURSOTTAMBHAI ALIAS KANUBHAI MATHURBHAI CHAUHAN,M,SC,61.0,BSP,6480,5,Bahujan Samaj Party,0
24_16,GUJARAT,24,ANAND,16,VAGHELA BHARAT P,24_16_VAGHELA BHARAT P,M,SC,33.0,IND,4022,6,Independent,0
24_16,GUJARAT,24,ANAND,16,GIRISHBHAI DAS (ADVOCATE),24_16_GIRISHBHAI DAS (ADVOCATE),M,GEN,56.0,BMUP,4003,7,Bahujan Mukti Party,0
24_16,GUJARAT,24,ANAND,16,RABARI HITESHKUMAR LALJIBHAI,24_16_RABARI HITESHKUMAR LALJIBHAI,M,GEN,43.0,IND,2975,8,Independent,0
24_16,GUJARAT,24,ANAND,16,RAVJIBHAI S PARMAR,24_16_RAVJIBHAI S PARMAR,M,GEN,66.0,AAAP,2442,9,Aam Aadmi Party,0
24_16,GUJARAT,24,ANAND,16,MAHIDA MAHENDRASINH SAHEBSINH,24_16_MAHIDA MAHENDRASINH SAHEBSINH,M,GEN,42.0,SP,1790,10,Samajwadi Party,0
24_16,GUJARAT,24,ANAND,16,PATEL DILIPBHAI MANILAL,24_16_PATEL DILIPBHAI MANILAL,M,ST,40.0,IND,1466,11,Independent,0
24_16,GUJARAT,24,ANAND,16,PATEL JAYESHBHAI ARVINDBHAI,24_16_PATEL JAYESHBHAI ARVINDBHAI,M,GEN,49.0,IND,1459,12,Independent,0
24_16,GUJARAT,24,ANAND,16,PARMAR AMARSINH DAHYABHAI,24_16_PARMAR AMARSINH DAHYABHAI,M,GEN,33.0,IND,1265,13,Independent,0
24_16,GUJARAT,24,ANAND,16,HITENDRASINH MOHANSINH PARMAR,24_16_HITENDRASINH MOHANSINH PARMAR,M,GEN,58.0,BNJD,1260,14,Bharatiya National Janta Dal,0
24_16,GUJARAT,24,ANAND,16,PATEL NAINESHKUMAR UMEDBHAI,24_16_PATEL NAINESHKUMAR UMEDBHAI,M,GEN,33.0,IND,1063,15,Independent,0
24_16,GUJARAT,24,ANAND,16,PADHIYAR VIKRAMSINH (VAKIL),24_16_PADHIYAR VIKRAMSINH (VAKIL),M,GEN,39.0,RSPS,876,16,Rashtriya Samaj Paksha,0
28_22,ANDHRA PRADESH,28,ANAKAPALLI,22,MUTTAMSETTI SRINIVASA RAO (AVANTHI),28_22_MUTTAMSETTI SRINIVASA RAO (AVANTHI),M,GEN,47.0,TDP,568463,1,Telugu Desam,47932
28_22,ANDHRA PRADESH,28,ANAKAPALLI,22,GUDIVADA AMARNADH,28_22_GUDIVADA AMARNADH,M,GEN,30.0,YSRCP,520531,2,Yuvajana Sramika Rythu Congress Party,0
28_22,ANDHRA PRADESH,28,ANAKAPALLI,22,VIJAYA LAKSHMI THOTA,28_22_VIJAYA LAKSHMI THOTA,F,GEN,44.0,INC,17770,3,Indian National Congress,0
28_22,ANDHRA PRADESH,28,ANAKAPALLI,22,KARANAM TIRUPATHI RAO,28_22_KARANAM TIRUPATHI RAO,M,GEN,45.0,BSP,14834,4,Bahujan Samaj Party,0
28_22,ANDHRA PRADESH,28,ANAKAPALLI,22,None of the Above,28_22_None of the Above,0,0,0.0,NOTA,8604,5,None of the Above,0
28_22,ANDHRA PRADESH,28,ANAKAPALLI,22,KONDARAJU JAMPANA,28_22_KONDARAJU JAMPANA,M,GEN,47.0,JaSPa,6261,6,Jai Samaikyandhra Party,0
28_22,ANDHRA PRADESH,28,ANAKAPALLI,22,VADLAMURI KRISHNA SWAROOP,28_22_VADLAMURI KRISHNA SWAROOP,M,SC,41.0,DABAP,5506,7,Dalita Bahujana Party,0
28_22,ANDHRA PRADESH,28,ANAKAPALLI,22,APPALARAJU SADARAM,28_22_APPALARAJU SADARAM,M,GEN,60.0,IND,3228,8,Independent,0
28_22,ANDHRA PRADESH,28,ANAKAPALLI,22,SARISA LEELA PRASANNA KUMARI,28_22_SARISA LEELA PRASANNA KUMARI,F,GEN,43.0,PPOI,2875,9,Pyramid Party of India,0
9_9,UTTAR PRADESH,9,AMROHA,9,KANWAR SINGH TANWAR,9_9_KANWAR SINGH TANWAR,M,GEN,52.0,BJP,528880,1,Bharatiya Janata Party,158214
9_9,UTTAR PRADESH,9,AMROHA,9,HUMERA AKHTAR,9_9_HUMERA AKHTAR,F,GEN,37.0,SP,370666,2,Samajwadi Party,0
9_9,UTTAR PRADESH,9,AMROHA,9,FARHAT HASAN,9_9_FARHAT HASAN,M,GEN,50.0,BSP,162983,3,Bahujan Samaj Party,0
9_9,UTTAR PRADESH,9,AMROHA,9,RAKESH TIKAIT,9_9_RAKESH TIKAIT,M,GEN,45.0,RLD,9539,4,Rashtriya Lok Dal,0
9_9,UTTAR PRADESH,9,AMROHA,9,None of the Above,9_9_None of the Above,0,0,0.0,NOTA,7779,5,None of the Above,0
9_9,UTTAR PRADESH,9,AMROHA,9,SYED KALBE RUSHAID RIZVI,9_9_SYED KALBE RUSHAID RIZVI,M,GEN,38.0,AAAP,2601,6,Aam Aadmi Party,0
